trial_idx,hash,type,short_name,movie_name,label,is_natural
68,otpDc+UZTnv0+G/1LL/A,Clip,Rendered,lowpolyjungle_129-1-9-70-0_52.87.152.28,Rendered,True
69,4ZE6JPeH4hCIesp0aRIB,Clip,Rendered,kowloon_110-1-8-70-0_54.209.141.225,Rendered,True
70,ecUQJtcERZJGdqza1k7h,Clip,sports1m,2009 Krugers Cross Singlespeed Cyclocross Race - Helmet Cam,Sports1M,True
71,7UETOWO5Z8aWuHDBJ2GG,Clip,Cinematic,Star Wars: Episode VII - The Force Awakens (2015),Cinematic,True
72,5zQTb77qI+ig8rigx1XU,Clip,Cinematic,Mad Max: Fury Road (2015),Cinematic,True
73,GjCMo2GkJp6y5vricadg,Clip,Rendered,americandiner_005-1-5-70-0_54.165.28.255,Rendered,True
74,Oup5uAZxF2G7zEJkT+ui,Clip,sports1m,2012 USA Basketball vs The Dream Team 1992 USA Basketball - NBA 2K13,Sports1M,True
75,KXdTNAGMo1gCWz2Ge8zr,Clip,Rendered,run82-ancientTomb-1-0,Rendered,True
76,OtGcbznfF+hxCNPHgr7I,Monet2,UNKNOWN,UNKNOWN,Monet2,False
77,YRJDFLuK8jOJSIP3suqY,Monet2,UNKNOWN,UNKNOWN,Monet2,False
78,YLuStB2eXkgOS+Cescsy,Monet2,UNKNOWN,UNKNOWN,Monet2,False
79,clN4ica4q7huSnWVFTFi,Monet2,UNKNOWN,UNKNOWN,Monet2,False
80,YWGU9pCJb1jD1EEZ20tf,Clip,Cinematic,The Matrix Reloaded (2003),Cinematic,True
81,FQR1XltfRJLPikdVpYNn,Clip,Rendered,mountainlake_008-1-0-70-0_54.205.66.32,Rendered,True
82,O/TPbFEXzCLov05/KwS+,Clip,sports1m,2011 June 15 Weekly Race Series Soldier Hollow XC Mountain Bike Race,Sports1M,True
83,GLb98O6GN6r7256/fA8Y,Clip,Cinematic,The Matrix (1999),Cinematic,True
84,SuNRz+E/BsGGxVlNWLt9,Clip,Rendered,shintoday_036-1-12-70-0_184.73.123.94,Rendered,True
85,mbeT2YEuzrol94GMBsSP,Clip,Rendered,lowpolyjungle_113-1-9-70-0_54.159.174.165,Rendered,True
86,9miIfX6Cs8VI1Sd5Hy1r,Clip,Cinematic,Koyaanisqatsi: Life Out of Balance (1982),Cinematic,True
87,dUam7fOgXW6kcWiWGksl,Clip,sports1m,2012 USARA National Championships - Tecnu Extreme Adventure Racing,Sports1M,True
88,u7n5aOH4fPSjAf3gnrKj,Clip,Rendered,swamp_041-1-11-70-0_54.159.174.165,Rendered,True
89,XUUhwvVcku3k/7GCKKrq,Clip,sports1m,2011 July 20 Weekly Race Series Sundance XC Mountain Bike Race,Sports1M,True
90,HkurTz+VT1DGNwvYmYY+,Clip,sports1m,2011 August 2 Midweek MTB Solitude XC Mountain Bike Race,Sports1M,True
91,vcIHcxPPY5XhWfzEQdpb,Clip,sports1m,2011 June 15 Weekly Race Series Soldier Hollow XC Mountain Bike Race,Sports1M,True
92,UpDoTASTEczUYzHBh/Ya,Clip,sports1m,2012 May 28 ICUP 7th Annual Stan Crane Memorial XC Mountain Bike Race,Sports1M,True
93,RDY2ZHJirra6JNxyYhwn,Clip,sports1m,2011 August 2 Midweek MTB Solitude XC Mountain Bike Race,Sports1M,True
94,OIe0rG8z9q3Qsh6NJO97,Clip,Rendered,mountainlake_091-1-0-70-0_54.159.174.165,Rendered,True
95,cs94DogLzZEecOP5qm6W,Clip,Rendered,mountainlake_003-1-0-70-0_34.239.124.192,Rendered,True
96,BsS3xSbp3BfsOi9s9rE/,Clip,Rendered,kowloon_047-1-8-70-0_52.205.253.179,Rendered,True
97,+hzcfpkOKI5Rtcs660y4,Clip,Rendered,run135-lowPolyJungle-1-0,Rendered,True
98,Mg5bLgoNvze3EPLB9rbZ,Clip,sports1m,2011 KIA X-GAME Aggressive Inline VERT Final,Sports1M,True
99,yfFAPn1QpVQmEC2iXg07,Clip,Rendered,swamp_103-1-11-70-0_54.162.127.170,Rendered,True
100,fSfoxctVyPEoVzFOpsAw,Clip,Rendered,ancienttomb_068-1-4-70-0_34.239.124.192,Rendered,True
101,5Q4+LRPdnmpiazfLNOdJ,Clip,Rendered,mountainlake_006-1-0-70-0_184.73.123.94,Rendered,True
102,EyGfkWSsxEsE8f3GX5Ox,Clip,Rendered,lowpolyjungle_079-1-9-70-0_52.87.152.28,Rendered,True
103,Lp/pttdcIH1AZsCOGZuG,Clip,Cinematic,Naqoyqatsi: Life as War (2002),Cinematic,True
104,WDs+AVzK+kEGqBKfQaJN,Clip,Rendered,americandiner_063-1-5-70-0_54.83.154.242,Rendered,True
105,8cgISjeDk8xMl/JiCeCh,Clip,Cinematic,The Matrix Reloaded (2003),Cinematic,True
106,WN75f4RYbSwLYbrSvGqt,Clip,sports1m,2011 Freeskier Park Ski Test at Breckenridge Mountain,Sports1M,True
107,T0euAmorfI6OClz3K3fW,Clip,Rendered,run45-lowPolyJungle-1-0,Rendered,True
108,xBBn7kKW+r/1ParmgZSO,Clip,Cinematic,The Matrix (1999),Cinematic,True
109,pL/F1k+dcsuiVmLdthJS,Clip,Rendered,kowloon_079-1-8-70-0_54.159.174.165,Rendered,True
110,9Osy/tmb7E0pJ6H7dUW6,Clip,sports1m,2011 Canadian Road Cycling Championships - Part 2,Sports1M,True
111,rcxCfgMFLR4OgxOPavdo,Clip,Cinematic,The Matrix Revolutions (2003),Cinematic,True
112,WOP/YibCvfcflS/nd7qh,Clip,Cinematic,The Matrix Reloaded (2003),Cinematic,True
113,ZZqlqh2+EsiFq5dREu+c,Clip,Rendered,mountainlake_082-1-0-70-0_52.87.152.28,Rendered,True
114,vTSp3NwLp+iIHIPQVCx1,Clip,Cinematic,Star Wars: Episode VII - The Force Awakens (2015),Cinematic,True
115,JlQaNeIMtPWDfYw+8m9m,Clip,Cinematic,Koyaanisqatsi: Life Out of Balance (1982),Cinematic,True
116,ecUQJtcERZJGdqza1k7h,Clip,sports1m,2009 Krugers Cross Singlespeed Cyclocross Race - Helmet Cam,Sports1M,True
117,7UETOWO5Z8aWuHDBJ2GG,Clip,Cinematic,Star Wars: Episode VII - The Force Awakens (2015),Cinematic,True
118,5zQTb77qI+ig8rigx1XU,Clip,Cinematic,Mad Max: Fury Road (2015),Cinematic,True
119,GjCMo2GkJp6y5vricadg,Clip,Rendered,americandiner_005-1-5-70-0_54.165.28.255,Rendered,True
120,Oup5uAZxF2G7zEJkT+ui,Clip,sports1m,2012 USA Basketball vs The Dream Team 1992 USA Basketball - NBA 2K13,Sports1M,True
121,KXdTNAGMo1gCWz2Ge8zr,Clip,Rendered,run82-ancientTomb-1-0,Rendered,True
122,blWi9WbVBEqhYtxltpeu,Clip,sports1m,1984 Winter Olympics - Mens Luge 2nd Run - Part 3,Sports1M,True
123,aitkomNlUEpEFD2JFH8U,Clip,Rendered,swamp_053-1-11-70-0_34.203.243.27,Rendered,True
124,42gN3efjStvV3xcjy5/h,Clip,sports1m,2011 BMX World Champs Copenhagen,Sports1M,True
125,UgSGpi3C4Z6eREIEivTn,Clip,Cinematic,Mad Max: Fury Road (2015),Cinematic,True
126,mFuKcseP2tc/X4Vf6Pe2,Clip,Rendered,ancienttomb_100-1-4-70-0_34.203.243.27,Rendered,True
127,ab3R6DyI3UbRrRRK1Tb4,Clip,Cinematic,Naqoyqatsi: Life as War (2002),Cinematic,True
128,weyTbK7bSF0sa1wMq1eP,Monet2,UNKNOWN,UNKNOWN,Monet2,False
129,WD0uyxvusJmVxfeKu9mZ,Monet2,UNKNOWN,UNKNOWN,Monet2,False
130,yv/S61fYnDSQcA9J6Nk8,Monet2,UNKNOWN,UNKNOWN,Monet2,False
131,GHn0W57E+2PS+Qr5yD2r,Monet2,UNKNOWN,UNKNOWN,Monet2,False
132,NWqTwzuwGakTM37kHKK4,Clip,Cinematic,The Matrix Revolutions (2003),Cinematic,True
133,ik5DKO+EInbAGwcH0BfB,Clip,sports1m,2011 June 14 Midweek MTB Corner Canyon XC Mountain Bike Race,Sports1M,True
134,dHvGJAD7cN8KboJxFF4/,Clip,sports1m,2011 June 14 Midweek MTB Corner Canyon XC Mountain Bike Race,Sports1M,True
135,zlQ935qW1A8YOiseS7gY,Clip,Rendered,medievalsewer_132-1-6-70-0_54.210.37.143,Rendered,True
136,XoerXglPXrngFUI5uTG6,Clip,sports1m,1 of 5 - 2010 ICup 2nd Annual Rock The Canyons XC Mountain Bike Race,Sports1M,True
137,EKhyHmLj04EcBoR25T/e,Clip,Rendered,americandiner_079-1-5-70-0_184.73.123.94,Rendered,True
138,c6il6/HFHBatfpiQJdgg,Trippy,UNKNOWN,UNKNOWN,Trippy,False
139,67vWqiaRDysEVryiKihi,Trippy,UNKNOWN,UNKNOWN,Trippy,False
140,HmSVjc1wuHos9FvMuOrg,Trippy,UNKNOWN,UNKNOWN,Trippy,False
141,hhWRsNy4ljt4M1PtvZ3u,Trippy,UNKNOWN,UNKNOWN,Trippy,False
142,KjDfO15MEsKyQ1ecL7gs,Clip,Rendered,run257-mountainLake-1-0,Rendered,True
143,W72D46ICk0GV1uh0E98o,Clip,Cinematic,The Matrix (1999),Cinematic,True
144,rKhBb2Q+dILxw3t33TsJ,Clip,Cinematic,The Matrix Revolutions (2003),Cinematic,True
145,YfqXNa8nksH/H4Q7tw5G,Clip,Rendered,lowpolyjungle_118-1-9-70-0_54.83.154.242,Rendered,True
146,OFk94miLCLRW7fhR6BQE,Clip,Rendered,swamp_075-1-11-70-0_54.165.28.255,Rendered,True
147,VIxFQLvrzWwvLKX9CM5N,Clip,sports1m,1995 bmx vert bs contest  mat hoffman bike park okc,Sports1M,True
148,mMui5B9E+d/ZdPbtaIeS,Clip,sports1m,2011 KIA X-GAME Aggressive Inline VERT Round1 HEAT2,Sports1M,True
149,9WU9jnH12x8wlEN95Zam,Clip,Rendered,ancienttomb_087-1-4-70-0_54.196.24.32,Rendered,True
150,KbBP9wH4dwtsnAyXEroQ,Clip,sports1m,2012 Milford Criterium Road Race -   Men - Pro Cat - 5 Kids Race,Sports1M,True
151,ay6NP1yfYXiMUVA9tmK/,Clip,Rendered,ancienttomb_020-1-4-70-0_54.162.127.170,Rendered,True
152,SXqfcgI48puy7+okU3Yz,Clip,Rendered,kowloon_094-1-8-70-0_34.203.243.27,Rendered,True
153,d/1pnMSvgW7Gbosh6D5i,Clip,Rendered,lowpolyjungle_129-1-9-70-0_54.205.66.32,Rendered,True
154,ecUQJtcERZJGdqza1k7h,Clip,sports1m,2009 Krugers Cross Singlespeed Cyclocross Race - Helmet Cam,Sports1M,True
155,7UETOWO5Z8aWuHDBJ2GG,Clip,Cinematic,Star Wars: Episode VII - The Force Awakens (2015),Cinematic,True
156,5zQTb77qI+ig8rigx1XU,Clip,Cinematic,Mad Max: Fury Road (2015),Cinematic,True
157,GjCMo2GkJp6y5vricadg,Clip,Rendered,americandiner_005-1-5-70-0_54.165.28.255,Rendered,True
158,Oup5uAZxF2G7zEJkT+ui,Clip,sports1m,2012 USA Basketball vs The Dream Team 1992 USA Basketball - NBA 2K13,Sports1M,True
159,KXdTNAGMo1gCWz2Ge8zr,Clip,Rendered,run82-ancientTomb-1-0,Rendered,True
160,3D3m5u67f26j1JCg9uwg,Clip,sports1m,2011 July 20 Weekly Race Series Sundance XC Mountain Bike Race,Sports1M,True
161,LLVXn6fTa/aeX2eTlYQS,Clip,Cinematic,The Matrix (1999),Cinematic,True
162,khRFOZRHBQXxuoPi240U,Clip,sports1m,2011 July 2 ICUP Dutch Hollow XC Mountain Bike Race,Sports1M,True
163,rr7t9rOlSr+WmwoUZh1m,Clip,Cinematic,Powaqqatsi: Life in Transformation (1988),Cinematic,True
164,fruo9vejYq24JHycUFF5,Clip,sports1m,2011 July 6 Weekly Race Series Sundance XC Mountain Bike Race,Sports1M,True
165,80OrIw2sh0cITn6ENVoS,Clip,Cinematic,The Matrix Revolutions (2003),Cinematic,True
166,4khGATCIc/YDtM5AaEhg,Clip,Rendered,ancienttomb_105-1-4-70-0_54.175.147.171,Rendered,True
167,aKI/l5G98vg7yheHIjQR,Clip,Rendered,run71-AmericanDiner-1-0,Rendered,True
168,F25kT7I84A4QTftucQcf,Clip,Cinematic,The Matrix Reloaded (2003),Cinematic,True
169,Gy3Hlzn9Hk1jaPoEcDK8,Clip,sports1m,2011 August 2 Midweek MTB Solitude XC Mountain Bike Race,Sports1M,True
170,lBxCeKuB1+eWPAwvEX8N,Clip,Cinematic,The Matrix Revolutions (2003),Cinematic,True
171,PhAq1CyPuOKD5UA/Z+iU,Clip,Rendered,medievalsewer_021-1-6-70-0_54.162.127.170,Rendered,True
172,J4PH3ez0PBmcINVwekyF,Clip,sports1m,2011 KIA X-GAME Aggressive Inline VERT Final,Sports1M,True
173,n2kq4Nv6UNm4wJbdtuHM,Clip,sports1m,2010 WORLDS Justin Ruiz (USA) dec Richard Karelson (EST) 96 kg GR,Sports1M,True
174,iYxs1vPwdSenUzRva/I3,Clip,Cinematic,Mad Max: Fury Road (2015),Cinematic,True
175,N1Sn679rCW0XsG5S7c/C,Clip,Cinematic,Star Wars: Episode VII - The Force Awakens (2015),Cinematic,True
176,jlM0Ornu8Dw2nAXCwego,Clip,Rendered,mountainlake_047-1-0-70-0_54.89.40.102,Rendered,True
177,iXM+aZY10zP+t3wPmZOW,Clip,Cinematic,The Matrix Reloaded (2003),Cinematic,True
178,MaN8zZQItdhsFNBq5/yl,Clip,Rendered,run213-darkTemple-1-0,Rendered,True
179,18PTv0aCUhaUeL2r9kDd,Clip,sports1m,2012 July 10 Midweek MTB Corner Canyon XC Mountain Bike Race (Stabilized),Sports1M,True
180,cK20wOm48y1gpxBcZuzN,Clip,Cinematic,The Matrix Reloaded (2003),Cinematic,True
181,s8DvZS/fghphUcTsLOzM,Clip,Cinematic,The Matrix (1999),Cinematic,True
182,8IyLxfa6UikBgn/lOdpD,Clip,sports1m,2012 January 28 Frozen Hog Snow Mountain Bike Race,Sports1M,True
183,AXD+rrWG8VbV+xLvzwfb,Clip,sports1m,2012 May 28 ICUP 7th Annual Stan Crane Memorial XC Mountain Bike Race,Sports1M,True
184,UIRT1CCHgVDfheNGYQd6,Clip,Cinematic,Star Wars: Episode VII - The Force Awakens (2015),Cinematic,True
185,Qtx9ZilPEN9mdem3G1lL,Clip,sports1m,2012 July 17 Midweek MTB Deer Valley Silver Lake Lodge XC Race (Stabilized),Sports1M,True
186,8PA1UPAZQPiLL4qyfbe0,Clip,Cinematic,Star Wars: Episode VII - The Force Awakens (2015),Cinematic,True
187,yCXacouyIMBJMNQBQeSe,Clip,sports1m,2009 Univest Grand Prix Road Race PA,Sports1M,True
188,cX1uqe3yuBtkCRNeZPSD,Clip,Rendered,lowpolyjungle_125-1-9-70-0_54.175.147.171,Rendered,True
189,0JcYLY6eaQxNgD0AqyHf,Clip,Cinematic,The Matrix Revolutions (2003),Cinematic,True
190,Fbt4HUC1BCAOAFPDpbPp,Clip,Rendered,run139-templeInterior-1-0,Rendered,True
191,jpa+FZW0oKnJuPFDXRMf,Clip,sports1m,2011 KIA X-GAME Aggressive Inline VERT Round1 HEAT2,Sports1M,True
192,SN0QEWJnkTA8jShRSOVC,Clip,Rendered,swamp_128-1-11-70-0_184.73.123.94,Rendered,True
193,fbW/yD9X/Q89BKlqujFF,Clip,Cinematic,The Matrix Reloaded (2003),Cinematic,True
194,dhlwevArBWe6SzNd+XGO,Clip,sports1m,10 Speed Camping From Brooklyn To Montauk Or Bust A Derailleur,Sports1M,True
195,QUdNFpt5CWeekmkLkXPA,Clip,Cinematic,Star Wars: Episode VII - The Force Awakens (2015),Cinematic,True
196,ecUQJtcERZJGdqza1k7h,Clip,sports1m,2009 Krugers Cross Singlespeed Cyclocross Race - Helmet Cam,Sports1M,True
197,7UETOWO5Z8aWuHDBJ2GG,Clip,Cinematic,Star Wars: Episode VII - The Force Awakens (2015),Cinematic,True
198,5zQTb77qI+ig8rigx1XU,Clip,Cinematic,Mad Max: Fury Road (2015),Cinematic,True
199,GjCMo2GkJp6y5vricadg,Clip,Rendered,americandiner_005-1-5-70-0_54.165.28.255,Rendered,True
200,Oup5uAZxF2G7zEJkT+ui,Clip,sports1m,2012 USA Basketball vs The Dream Team 1992 USA Basketball - NBA 2K13,Sports1M,True
201,KXdTNAGMo1gCWz2Ge8zr,Clip,Rendered,run82-ancientTomb-1-0,Rendered,True
202,Sqv4lziRTQgtkUPYRRiM,Monet2,UNKNOWN,UNKNOWN,Monet2,False
203,+rgSVBVRE8Ij1WNhq8ZW,Monet2,UNKNOWN,UNKNOWN,Monet2,False
204,3VliM4ulxwgKYJ8Dkx2g,Monet2,UNKNOWN,UNKNOWN,Monet2,False
205,SNq6YvKH2fq3wx5v/fbX,Monet2,UNKNOWN,UNKNOWN,Monet2,False
206,QmynNYnz4Q0hMBpTZ/xv,Clip,Cinematic,Koyaanisqatsi: Life Out of Balance (1982),Cinematic,True
207,gpu0WyfdPMgXV/xhy6ZP,Clip,sports1m,2012 USA Basketball vs The Dream Team 1992 USA Basketball - NBA 2K13,Sports1M,True
208,0ir9/br3yxbe2BBf65zF,Clip,Cinematic,The Matrix Reloaded (2003),Cinematic,True
209,NM2SnnQwIoj8iKOMP6xA,Clip,Cinematic,Naqoyqatsi: Life as War (2002),Cinematic,True
210,F5KOXJGuqZljKK9USGu/,Clip,sports1m,2010 WORLDS Jake Clark (USA) dec T Tounousidis (GRE) 84 kg GR,Sports1M,True
211,uWDM4AAJ+PIdXzpPxOha,Clip,Cinematic,Mad Max: Fury Road (2015),Cinematic,True
212,4tIOoaR5VNXdEFB3JLsd,Clip,Cinematic,Naqoyqatsi: Life as War (2002),Cinematic,True
213,wrhbg7/9C5fsnGqt95w/,Clip,sports1m,2012 UNIV WORLDS Erickson (USA) dec Allikma (EST) 120 kg Greco repechage,Sports1M,True
214,gnKtNfR9QYEW0PRkfRU4,Clip,Cinematic,The Matrix Reloaded (2003),Cinematic,True
215,LfckM0X1gCCgUlsmXIea,Clip,Cinematic,The Matrix Revolutions (2003),Cinematic,True
216,Ta17hPcaONVDy5sPjE9z,Clip,Cinematic,The Matrix Reloaded (2003),Cinematic,True
217,mpoHL5UE5tDtz7b51b3H,Clip,Rendered,americandiner_042-1-5-70-0_54.173.97.201,Rendered,True
218,WuxKlIBIsM3Q0PlQdShp,Monet2,UNKNOWN,UNKNOWN,Monet2,False
219,xq1a6P94mKv0dMv0C+IL,Monet2,UNKNOWN,UNKNOWN,Monet2,False
220,w0Tv6Ocv4ija3UdVRrDN,Monet2,UNKNOWN,UNKNOWN,Monet2,False
221,z/Eo8EWN1rbGlc7tYd+i,Monet2,UNKNOWN,UNKNOWN,Monet2,False
222,ubOIjeUGbsNAJqMPIDqU,Clip,Rendered,mountainlake_066-1-0-70-0_54.205.66.32,Rendered,True
223,ihsP/Q14/eSpxdQLR3F4,Clip,Cinematic,Mad Max: Fury Road (2015),Cinematic,True
224,ClffawlgRfZbgKwX6zRB,Clip,Rendered,ancienttomb_100-1-4-70-0_54.209.141.225,Rendered,True
225,aedxogPGpb5IiLcjLo8c,Clip,sports1m,2012 January 28 Frozen Hog Snow Mountain Bike Race,Sports1M,True
226,3wXTReOQa7mnr6Oz8aUf,Clip,sports1m,2012 May 28 ICUP 7th Annual Stan Crane Memorial XC Mountain Bike Race,Sports1M,True
227,0eP/PPhAGmbJ2peZOa/E,Clip,Rendered,ancienttomb_105-1-4-70-0_54.89.40.102,Rendered,True
228,kEq0YeYOSSBtM1ZkWA1a,Monet2,UNKNOWN,UNKNOWN,Monet2,False
